VIA,Tipo,Subtipo
2718,Hombre,
2719,Hombre,
2721,Histórico,
2724,Lugar/Ciudad,
2727,Pais/Nación/Región,
2730,Pais/Nación/Región,
2733,Astronómico,
2736,Hombre,
2739,Hombre,
2742,Hombre,
2743,Hombre,
2744,Flora,
2745,Lugar/Ciudad,
2751,Hombre,
2754,Hombre,
2755,Hombre,
2757,Geográfico,
2760,Pais/Nación/Región,
2763,Hombre,
2764,Artes/Cultura,
2765,Hombre,
2766,Otro,
2769,Hombre,
2770,Hombre,
2772,Hombre,
2775,Hombre,
2778,Hombre,
2780,Descriptivo,
2781,Descriptivo,
2782,Hombre,
2783,Hombre,
2784,Hombre,
2787,Histórico,
2789,Hombre,
2790,Pais/Nación/Región,
2793,Pais/Nación/Región,
2796,Hombre,
2797,Hombre,
2799,Hombre,
2802,Hombre,
2805,Otro,
2807,Hombre,
2808,Hombre,
2809,Hombre,
2811,Hombre,
2817,Hombre,
2818,Descriptivo,
2820,Hombre,
2823,Lugar/Ciudad,
2824,Pais/Nación/Región,
2825,Otro,
2826,Descriptivo,
2827,Hombre,
2828,Hombre,
2829,Hombre,
2830,Hombre,
2832,Hombre,
2835,Hombre,
2838,Histórico,
2841,Hombre,
2844,Hombre,
2846,Hombre,
2847,Hombre,
2850,Familia,
2853,Hombre,
2859,Artes/Cultura,
2862,Hombre,
2865,Hombre,
2871,Hombre,
2874,Hombre,
2876,Hombre,
2877,Artes/Cultura,
2880,Hombre,
2883,Hombre,
2886,Pais/Nación/Región,
2889,Hombre,
2892,Hombre,
2895,Hombre,
2901,Hombre,
2904,Hombre,
2907,Hombre,
2910,Hombre,
2913,Hombre,
2919,Hombre,
2920,Pais/Nación/Región,
2922,Hombre,
2924,Hombre,
2925,Hombre,
2926,Hombre,
2928,Hombre,
2929,Hombre,
2931,Hombre,
2932,Hombre,
2933,Hombre,
2934,Hombre,
2935,Hombre,
2936,Hombre,
2937,Hombre,
2938,Hombre,
2939,Hombre,
2940,Hombre,
2941,Hombre,
2942,Hombre,
2943,Hombre,
2944,Hombre,
2945,Hombre,
2946,Hombre,
2949,Hombre,
2955,Hombre,
2957,Hombre,
2958,Geográfico,
2960,Hombre,
2961,Artes/Cultura,
2964,Geográfico,
2967,Lugar/Ciudad,
2970,Histórico,
2971,Astronómico,
2973,Lugar/Ciudad,
2974,Hombre,
2976,Hombre,
2978,Mujer,Falta información
2985,Hombre,
2988,Histórico,
2991,Lugar/Ciudad,
2992,Otro,
2994,Hombre,
2995,Hombre,
2997,Hombre,
3000,Hombre,
3003,Hombre,
3004,Hombre,
3009,Hombre,
3012,Hombre,
3014,Hombre,
3015,Hombre,
3017,Hombre,
3018,Hombre,
3019,Hombre,
3020,Hombre,
3021,Geográfico,
3024,Artes/Cultura,
3027,Lugar/Ciudad,
3028,Hombre,
3030,Geográfico,
3033,Hombre,
3036,Hombre,
3039,Hombre,
3042,Hombre,
3045,Hombre,
3048,Hombre,
3051,Hombre,
3057,Hombre,
3058,Hombre,
3060,Hombre,
3063,Hombre,
3069,Hombre,
3072,Hombre,
3075,Hombre,
3077,Hombre,
3078,Hombre,
3081,Hombre,
3083,Hombre,
3087,Hombre,
3090,Hombre,
3093,Hombre,
3094,Hombre,
3095,Hombre,
3096,Hombre,
3099,Hombre,
3100,Hombre,
3103,Hombre,
3107,Hombre,
3108,Hombre,
3111,Hombre,
3112,Mujer,Educación
3114,Hombre,
3119,Lugar/Ciudad,
3120,Histórico,
3121,Hombre,
3126,Histórico,
3129,Histórico,
3132,Geográfico,
3133,Descriptivo,
3135,Hombre,
3138,Hombre,
3144,Hombre,
3147,Hombre,
3150,Pais/Nación/Región,
3153,Hombre,
3156,Pais/Nación/Región,
3159,Hombre,
3162,Pais/Nación/Región,
3165,Hombre,
3168,Geográfico,
3171,Lugar/Ciudad,
3174,Pais/Nación/Región,
3177,Mujer,Ficción
3180,Histórico,
3183,Pais/Nación/Región,
3186,Lugar/Ciudad,
3188,Hombre,
3189,Lugar/Ciudad,
3192,Pais/Nación/Región,
3195,Geográfico,
3198,Hombre,
3201,Hombre,
3204,Geográfico,
3205,Mujer,Pionera
3206,Hombre,
3207,Hombre,
3208,Lugar/Ciudad,
3210,Hombre,
3213,Pais/Nación/Región,
3216,Flora,
3219,Histórico,
3222,Histórico,
3225,Lugar/Ciudad,
3228,Geográfico,
3231,Artes/Cultura,
3234,Geográfico,
3237,Hombre,
3240,Pais/Nación/Región,
3243,Hombre,
3246,Hombre,
3247,Descriptivo,
3249,Hombre,
3251,Mujer,Pionera
3252,Artes/Cultura,
3255,Hombre,
3256,Pais/Nación/Región,
3257,Fauna,
3258,Pais/Nación/Región,
3261,Artes/Cultura,
3264,Hombre,
3266,Hombre,
3267,Hombre,
3270,Hombre,
3273,Hombre,
3276,Hombre,
3279,Hombre,
3282,Hombre,
3285,Lugar/Ciudad,
3288,Hombre,
3291,Hombre,
3294,Pais/Nación/Región,
3297,Lugar/Ciudad,
3298,Hombre,
3300,Hombre,
3303,Hombre,
3304,Hombre,
3305,Hombre,
3306,Lugar/Ciudad,
3309,Hombre,
3311,Astronómico,
3312,Pais/Nación/Región,
3313,Descriptivo,
3315,Hombre,
3318,Hombre,
3321,Hombre,
3322,Hombre,
3324,Hombre,
3326,Hombre,
3327,Hombre,
3330,Artes/Cultura,
3333,Hombre,
3336,Hombre,
3340,Hombre,
3342,Hombre,
3345,Hombre,
3348,Hombre,
3351,Mujer,Filántropa
3354,Hombre,
3356,Hombre,
3357,Histórico,
3360,Hombre,
3363,Histórico,
3364,Astronómico,
3365,Hombre,
3366,Geográfico,
3367,Descriptivo,
3369,Familia,
3372,Pais/Nación/Región,
3375,Hombre,
3378,Pais/Nación/Región,
3381,Otro,
3384,Artes/Cultura,
3387,Hombre,
3392,Descriptivo,
3393,Hombre,
3394,Mujer,Educación
3399,Hombre,
3402,Hombre,
3405,Hombre,
3408,Hombre,
3411,Hombre,
3414,Geográfico,
3417,Histórico,
3420,Histórico,
3423,Hombre,
3426,Pais/Nación/Región,
3429,Histórico,
3432,Hombre,
3435,Mujer,Educación
3438,Pais/Nación/Región,
3441,Hombre,
3442,Geográfico,
3444,Flora,
3447,Histórico,
3450,Geográfico,
3451,Hombre,
3456,Pais/Nación/Región,
3459,Geográfico,
3465,Hombre,
3468,Hombre,
3471,Histórico,
3472,Pais/Nación/Región,
3474,Geográfico,
3475,Descriptivo,
3477,Histórico,
3480,Histórico,
3483,Hombre,
3492,Histórico,
3494,Pais/Nación/Región,
3495,Histórico,
3496,Hombre,
3498,Hombre,
3501,Lugar/Ciudad,
3504,Pais/Nación/Región,
3507,Histórico,
3508,Artes/Cultura,
3510,Histórico,
3513,Lugar/Ciudad,
3514,Hombre,
3516,Hombre,
3519,Hombre,
3525,Hombre,
3528,Astronómico,
3531,Pais/Nación/Región,
3534,Lugar/Ciudad,
3537,Hombre,
3540,Geográfico,
3543,Geográfico,
3546,Geográfico,
3549,Otro,
3552,Pais/Nación/Región,
3555,Lugar/Ciudad,
3558,Geográfico,
3564,Pais/Nación/Región,
3567,Otro,
3570,Geográfico,
3573,Lugar/Ciudad,
3576,Lugar/Ciudad,
3577,Lugar/Ciudad,
3579,Lugar/Ciudad,
3582,Hombre,
3585,Histórico,
3591,Hombre,
3592,Flora,
3594,Hombre,
3597,Hombre,
3600,Lugar/Ciudad,
3603,Pais/Nación/Región,
3606,Hombre,
3612,Pais/Nación/Región,
3613,Hombre,
3615,Hombre,
3618,Hombre,
3621,Hombre,
3623,Hombre,
3624,Hombre,
3627,Hombre,
3629,Hombre,
3630,Pais/Nación/Región,
3633,Hombre,
3635,Flora,
3636,Flora,
3637,Otro,
3638,Astronómico,
3639,Otro,
3644,Hombre,
3645,Hombre,
3646,Hombre,
3648,Hombre,
3651,Hombre,
3654,Hombre,
3658,Lugar/Ciudad,
3659,Fauna,
3660,Hombre,
3663,Hombre,
3666,Hombre,
3667,Hombre,
3668,Descriptivo,
3669,Pais/Nación/Región,
3670,Astronómico,
3672,Hombre,
3675,Hombre,
3678,Hombre,
3679,Flora,
3680,Fauna,
3681,Flora,
3682,Fauna,
3683,Otro,
3684,Hombre,
3685,Artes/Cultura,
3687,Histórico,
3689,Hombre,
3690,Flora,
3691,Lugar/Ciudad,
3692,Hombre,
3693,Hombre,
3694,Astronómico,
3696,Hombre,
3697,Pais/Nación/Región,
3698,Mujer,Educación
3699,Histórico,
3705,Hombre,
3707,Hombre,
3708,Hombre,
3710,Hombre,
3711,Hombre,
3714,Hombre,
3717,Hombre,
3720,Hombre,
3723,Geográfico,
3726,Hombre,
3732,Hombre,
3735,Histórico,
3736,Hombre,
3737,Hombre,
3738,Hombre,
3739,Flora,
3740,Descriptivo,
3741,Hombre,
3742,Hombre,
3743,Hombre,
3747,Hombre,
3750,Hombre,
3753,Hombre,
3754,Hombre,
3756,Hombre,
3759,Hombre,
3762,Hombre,
3765,Geográfico,
3768,Pais/Nación/Región,
3770,Hombre,
3777,Hombre,
3780,Hombre,
3783,Hombre,
3787,Hombre,
3788,Mujer,Madre/Esposa/Hija
3789,Hombre,
3790,Descriptivo,
3791,Histórico,
3792,Hombre,
3795,Pais/Nación/Región,
3796,Flora,
3797,Descriptivo,
3798,Flora,
3799,Flora,
3801,Flora,
3804,Hombre,
3805,Flora,
3806,Astronómico,
3807,Histórico,
3808,Otro,
3810,Hombre,
3813,Fauna,
3814,Flora,
3816,Flora,
3817,Pais/Nación/Región,
3818,Flora,
3819,Flora,
3820,Flora,
3821,Fauna,
3822,Histórico,
3823,Hombre,
3824,Flora,
3825,Flora,
3828,Artes/Cultura,
3829,Astronómico,
3830,Hombre,
3831,Hombre,
3834,Hombre,
3837,Lugar/Ciudad,
3838,Flora,
3839,Fauna,
3840,Hombre,
3841,Artes/Cultura,
3842,Hombre,
3843,Flora,
3844,Flora,
3845,Flora,
3846,Hombre,
3847,Flora,
3848,Flora,
3849,Flora,
3850,Flora,
3851,Flora,
3852,Histórico,
3853,Flora,
3855,Flora,
3856,Hombre,
3858,Hombre,
3861,Hombre,
3862,Hombre,
3864,Hombre,
3865,Descriptivo,
3866,Flora,
3867,Hombre,
3868,Descriptivo,
3869,Hombre,
3870,Hombre,
3871,Descriptivo,
3873,Hombre,
3876,Hombre,
3879,Hombre,
3885,Hombre,
3888,Hombre,
3891,Hombre,
3894,Hombre,
3897,Hombre,
3898,Hombre,
3900,Hombre,
3902,Astronómico,
3903,Mujer,Falta información
3904,Hombre,
3906,Hombre,
3909,Histórico,
3910,Hombre,
3911,Hombre,
3912,Hombre,
3913,Mujer,Cultura
3914,Lugar/Ciudad,
3915,Hombre,
3918,Hombre,
3921,Pais/Nación/Región,
3923,Pais/Nación/Región,
3924,Pais/Nación/Región,
3927,Pais/Nación/Región,
3928,Astronómico,
3930,Hombre,
3933,Lugar/Ciudad,
3936,Lugar/Ciudad,
3939,Lugar/Ciudad,
3942,Lugar/Ciudad,
3945,Histórico,
3948,Lugar/Ciudad,
3951,Hombre,
3954,Hombre,
3957,Hombre,
3960,Geográfico,
3963,Lugar/Ciudad,
3965,Hombre,
3966,Artes/Cultura,
3968,Fauna,
3969,Lugar/Ciudad,
3972,Hombre,
3974,Flora,
3975,Pais/Nación/Región,
3978,Lugar/Ciudad,
3980,Hombre,
3981,Lugar/Ciudad,
3982,Hombre,
3984,Hombre,
3986,Hombre,
3990,Hombre,
3992,Flora,
3993,Lugar/Ciudad,
3994,Flora,
3995,Artes/Cultura,
3996,Lugar/Ciudad,
3997,Hombre,
3998,Hombre,
3999,Pais/Nación/Región,
4000,Artes/Cultura,
4001,Artes/Cultura,
4002,Hombre,
4003,Flora,
4004,Flora,
4005,Hombre,
4006,Flora,
4007,Flora,
4008,Lugar/Ciudad,
4009,Flora,
4010,Flora,
4011,Hombre,
4012,Flora,
4013,Flora,
4014,Hombre,
4015,Flora,
4016,Flora,
4017,Flora,
4018,Astronómico,
4019,Fauna,
4020,Flora,
4021,Hombre,
4022,Flora,
4023,Hombre,
4024,Flora,
4025,Hombre,
4026,Flora,
4027,Flora,
4028,Flora,
4029,Hombre,
4030,Fauna,
4031,Flora,
4032,Hombre,
4033,Fauna,
4034,Artes/Cultura,
4035,Mujer,Falta información
4036,Flora,
4037,Flora,
4038,Lugar/Ciudad,
4039,Flora,
4040,Artes/Cultura,
4041,Hombre,
4042,Flora,
4043,Flora,
4044,Lugar/Ciudad,
4045,Lugar/Ciudad,
4046,Hombre,
4047,Mujer,Educación
4049,Flora,
4050,Mujer,Educación
4051,Flora,
4052,Fauna,
4053,Hombre,
4054,Flora,
4056,Hombre,
4057,Flora,
4059,Hombre,
4060,Flora,
4061,Fauna,
4062,Pais/Nación/Región,
4065,Hombre,
4066,Hombre,
4067,Hombre,
4068,Lugar/Ciudad,
4071,Hombre,
4076,Descriptivo,
4077,Artes/Cultura,
4078,Hombre,
4080,Hombre,
4081,Hombre,
4083,Hombre,
4086,Artes/Cultura,
4087,Hombre,
4089,Hombre,
4090,Hombre,
4092,Flora,
4095,Lugar/Ciudad,
4098,Hombre,
4101,Hombre,
4102,Hombre,
4104,Hombre,
4105,Hombre,
4107,Hombre,
4110,Hombre,
4113,Hombre,
4116,Pais/Nación/Región,
4122,Hombre,
4125,Hombre,
4128,Geográfico,
4130,Fauna,
4131,Histórico,
4134,Geográfico,
4137,Geográfico,
4140,Pais/Nación/Región,
4143,Lugar/Ciudad,
4146,Lugar/Ciudad,
4149,Geográfico,
4150,Flora,
4152,Histórico,
4153,Familia,
4154,Lugar/Ciudad,
4155,Geográfico,
4158,Geográfico,
4161,Fauna,
4164,Mujer,Educación
4167,Histórico,
4170,Lugar/Ciudad,
4171,Hombre,
4172,Mujer,Educación
4173,Geográfico,
4174,Mujer,Cultura
4176,Lugar/Ciudad,
4177,Hombre,
4179,Hombre,
4180,Flora,
4182,Lugar/Ciudad,
4183,Lugar/Ciudad,
4185,Histórico,
4188,Hombre,
4191,Hombre,
4194,Mujer,Madre/Esposa/Hija
4197,Hombre,
4198,Otro,
4200,Hombre,
4203,Hombre,
4206,Hombre,
4209,Hombre,
4210,Hombre,
4215,Geográfico,
4216,Artes/Cultura,
4218,Geográfico,
4221,Histórico,
4224,Hombre,
4227,Histórico,
4233,Hombre,
4236,Hombre,
4239,Hombre,
4242,Flora,
4243,Pais/Nación/Región,
4245,Lugar/Ciudad,
4248,Hombre,
4254,Hombre,
4257,Hombre,
4260,Hombre,
4263,Hombre,
4266,Hombre,
4267,Hombre,
4268,Hombre,
4269,Hombre,
4270,Hombre,
4272,Hombre,
4273,Hombre,
4274,Hombre,
4275,Hombre,
4277,Hombre,
4278,Hombre,
4281,Hombre,
4287,Hombre,
4290,Lugar/Ciudad,
4293,Histórico,
4296,Hombre,
4302,Flora,
4305,Hombre,
4306,Descriptivo,
4307,Pais/Nación/Región,
4308,Hombre,
4309,Hombre,
4314,Descriptivo,
4317,Histórico,
4320,Otro,
4323,Hombre,
4326,Flora,
4332,Hombre,
4334,Hombre,
4336,Hombre,
4338,Hombre,
4339,Hombre,
4340,Hombre,
4341,Otro,
4344,Geográfico,
4350,Pais/Nación/Región,
4352,Hombre,
4356,Pais/Nación/Región,
4359,Hombre,
4360,Hombre,
4362,Lugar/Ciudad,
4368,Hombre,
4369,Lugar/Ciudad,
4371,Descriptivo,
4374,Familia,
4377,Hombre,
4379,Hombre,
4380,Hombre,
4383,Hombre,
4386,Hombre,
4387,Hombre,
4389,Hombre,
4390,Hombre,
4391,Hombre,
4392,Pais/Nación/Región,
4395,Hombre,
4396,Hombre,
4398,Lugar/Ciudad,
4399,Mujer,Pionera
4400,Flora,
4401,Pais/Nación/Región,
4404,Lugar/Ciudad,
4405,Astronómico,
4406,Hombre,
4408,Hombre,
4410,Histórico,
4413,Lugar/Ciudad,
4414,Hombre,
4415,Hombre,
4416,Descriptivo,
4425,Hombre,
4426,Descriptivo,
4431,Histórico,
4434,Lugar/Ciudad,
4435,Descriptivo,
4436,Descriptivo,
4437,Lugar/Ciudad,
4439,Hombre,
4440,Hombre,
4441,Hombre,
4443,Geográfico,
4446,Histórico,
4449,Hombre,
4452,Hombre,
4455,Lugar/Ciudad,
4457,Hombre,
4459,Hombre,
4461,Hombre,
4464,Hombre,
4467,Pais/Nación/Región,
4469,Hombre,
4470,Geográfico,
4473,Pais/Nación/Región,
4476,Pais/Nación/Región,
4477,Flora,
4479,Geográfico,
4480,Histórico,
4481,Hombre,
4482,Hombre,
4485,Hombre,
4486,Hombre,
4488,Hombre,
4491,Geográfico,
4494,Hombre,
4497,Otro,
4500,Histórico,
4503,Geográfico,
4506,Geográfico,
4508,Mujer,Cultura
4509,Hombre,
4512,Hombre,
4513,Geográfico,
4514,Fauna,
4515,Lugar/Ciudad,
4518,Hombre,
4520,Histórico,
4521,Geográfico,
4524,Hombre,
4526,Hombre,
4527,Hombre,
4530,Hombre,
4533,Hombre,
4536,Histórico,
4539,Lugar/Ciudad,
4540,Hombre,
4542,Hombre,
4545,Hombre,
4546,Hombre,
4548,Hombre,
4551,Mujer,Madre/Esposa/Hija
4552,Hombre,
4553,Hombre,
4554,Hombre,
4555,Hombre,
4556,Hombre,
4557,Geográfico,
4560,Hombre,
4563,Hombre,
4564,Hombre,
4566,Histórico,
4568,Hombre,
4569,Hombre,
4571,Hombre,
4572,Familia,
4575,Hombre,
4576,Hombre,
4577,Hombre,
4578,Hombre,
4581,Hombre,
4582,Hombre,
4583,Hombre,
4584,Histórico,
4585,Hombre,
4587,Hombre,
4593,Descriptivo,
4605,Hombre,
4607,Hombre,
4608,Hombre,
4610,Hombre,
4611,Hombre,
4612,Hombre,
4614,Hombre,
4617,Hombre,
4620,Hombre,
4623,Hombre,
4626,Hombre,
4629,Hombre,
4632,Hombre,
4635,Histórico,
4641,Hombre,
4644,Mujer,Educación
4650,Hombre,
4653,Lugar/Ciudad,
4656,Hombre,
4659,Hombre,
4662,Hombre,
4668,Artes/Cultura,
4670,Hombre,
4671,Lugar/Ciudad,
4674,Lugar/Ciudad,
4677,Lugar/Ciudad,
4680,Hombre,
4683,Hombre,
4689,Hombre,
4692,Hombre,
4695,Hombre,
4697,Lugar/Ciudad,
4698,Artes/Cultura,
4701,Hombre,
4704,Pais/Nación/Región,
4707,Hombre,
4713,Hombre,
4714,Hombre,
4715,Astronómico,
4716,Hombre,
4719,Hombre,
4721,Pais/Nación/Región,
4722,Hombre,
4725,Hombre,
4728,Histórico,
4731,Geográfico,
4734,Pais/Nación/Región,
4737,Hombre,
4738,Hombre,
4740,Hombre,
4742,Otro,
4743,Geográfico,
4745,Hombre,
4746,Lugar/Ciudad,
4747,Hombre,
4748,Hombre,
4749,Lugar/Ciudad,
4750,Hombre,
4752,Histórico,
4753,Pais/Nación/Región,
4758,Histórico,
4761,Lugar/Ciudad,
4764,Hombre,
4767,Hombre,
4773,Hombre,
4776,Hombre,
4779,Hombre,
4782,Otro,
4785,Artes/Cultura,
4786,Pais/Nación/Región,
4788,Lugar/Ciudad,
4791,Lugar/Ciudad,
4794,Lugar/Ciudad,
4796,Pais/Nación/Región,
4797,Hombre,
4800,Hombre,
4803,Hombre,
4806,Hombre,
4809,Hombre,
4815,Hombre,
4818,Lugar/Ciudad,
4819,Hombre,
4821,Mujer,Cultura
4822,Hombre,
4824,Hombre,
4825,Descriptivo,
4826,Descriptivo,
4829,Descriptivo,
4830,Descriptivo,
4831,Descriptivo,
4832,Descriptivo,
4833,Descriptivo,
4834,Descriptivo,
4836,Hombre,
4838,Descriptivo,
4840,Hombre,
4848,Astronómico,
4852,Pais/Nación/Región,
4855,Hombre,
4856,Descriptivo,
4858,Descriptivo,
4860,Descriptivo,
4864,Hombre,
4869,Hombre,
4870,Hombre,
4872,Mujer,Pionera
4875,Fauna,
4876,Fauna,
4878,Hombre,
4879,Descriptivo,
4882,Hombre,
4884,Hombre,
4888,Hombre,
4889,Histórico,
4890,Histórico,
4891,Histórico,
4892,Histórico,
4893,Histórico,
4908,Hombre,
4909,Hombre,
4914,Hombre,
4917,Hombre,
4920,Hombre,
4923,Hombre,
4924,Hombre,
4926,Geográfico,
4927,Hombre,
4929,Hombre,
4932,Hombre,
4938,Hombre,
4941,Lugar/Ciudad,
4943,Geográfico,
4944,Artes/Cultura,
4947,Histórico,
4950,Histórico,
4953,Hombre,
4956,Hombre,
4959,Hombre,
4962,Hombre,
4965,Hombre,
4966,Mujer,Falta información
4968,Hombre,
4971,Hombre,
4974,Histórico,
4977,Histórico,
4983,Geográfico,
4984,Astronómico,
4986,Lugar/Ciudad,
4989,Hombre,
4992,Mujer,Educación
4994,Flora,
4995,Hombre,
4996,Hombre,
4998,Hombre,
4999,Hombre,
5001,Hombre,
5002,Astronómico,
5003,Astronómico,
5004,Hombre,
5007,Hombre,
5009,Hombre,
5010,Lugar/Ciudad,
5011,Hombre,
5016,Hombre,
5019,Hombre,
5020,Hombre,
5022,Hombre,
5026,Hombre,
5027,Hombre,
5028,Lugar/Ciudad,
5031,Hombre,
5034,Hombre,
5037,Hombre,
5038,Hombre,
5039,Artes/Cultura,
5040,Hombre,
5043,Hombre,
5044,Hombre,
5045,Pais/Nación/Región,
5046,Hombre,
5049,Hombre,
5050,Hombre,
5052,Hombre,
5058,Hombre,
5061,Hombre,
5062,Flora,
5064,Hombre,
5065,Mujer,Cultura
5070,Lugar/Ciudad,
5071,Lugar/Ciudad,
5073,Pais/Nación/Región,
5076,Hombre,
5078,Hombre,
5079,Hombre,
5082,Lugar/Ciudad,
5083,Descriptivo,
5084,Descriptivo,
5085,Descriptivo,
5088,Fauna,
5091,Geográfico,
5093,Descriptivo,
5094,Hombre,
5095,Mujer,Pionera
5097,Lugar/Ciudad,
5098,Descriptivo,
5099,Descriptivo,
5100,Geográfico,
5101,Fauna,
5102,Otro,
5103,Descriptivo,
5104,Hombre,
5105,Hombre,
5106,Lugar/Ciudad,
5107,Hombre,
5108,Descriptivo,
5109,Histórico,
5110,Descriptivo,
5111,Otro,
5112,Lugar/Ciudad,
5113,Otro,
5114,Otro,
5115,Pais/Nación/Región,
5116,Fauna,
5117,Artes/Cultura,
5118,Pais/Nación/Región,
5119,Descriptivo,
5120,Otro,
5121,Flora,
5122,Descriptivo,
5123,Fauna,
5124,Geográfico,
5125,Fauna,
5126,Artes/Cultura,
5127,Lugar/Ciudad,
5128,Descriptivo,
5129,Descriptivo,
5130,Lugar/Ciudad,
5132,Descriptivo,
5134,Hombre,
5135,Descriptivo,
5136,Lugar/Ciudad,
5137,Descriptivo,
5138,Descriptivo,
5139,Mujer,Cultura
5140,Hombre,
5141,Hombre,
5142,Descriptivo,
5143,Descriptivo,
5144,Descriptivo,
5145,Descriptivo,
5146,Hombre,
5147,Hombre,
5148,Histórico,
5149,Descriptivo,
5150,Descriptivo,
5151,Descriptivo,
5152,Descriptivo,
5153,Descriptivo,
5154,Hombre,
5155,Hombre,
5156,Fauna,
5157,Flora,
5158,Descriptivo,
5159,Otro,
5160,Otro,
5161,Descriptivo,
5162,Descriptivo,
5163,Hombre,
5164,Otro,
5165,Artes/Cultura,
5166,Descriptivo,
5167,Descriptivo,
5169,Descriptivo,
5170,Histórico,
5171,Descriptivo,
5172,Descriptivo,
5173,Flora,
5174,Flora,
5175,Descriptivo,
5176,Pais/Nación/Región,
5177,Descriptivo,
5178,Descriptivo,
5179,Descriptivo,
5180,Histórico,
5181,Descriptivo,
5182,Descriptivo,
5183,Flora,
5184,Fauna,
5185,Pais/Nación/Región,
5186,Lugar/Ciudad,
5187,Descriptivo,
5188,Descriptivo,
5189,Hombre,
5190,Familia,
5191,Flora,
5192,Flora,
5193,Otro,
5195,Flora,
5196,Flora,
5197,Lugar/Ciudad,
5198,Geográfico,
5199,Descriptivo,
5200,Descriptivo,
5201,Hombre,
5202,Geográfico,
5203,Familia,
5204,Descriptivo,
5205,Descriptivo,
5206,Descriptivo,
5207,Lugar/Ciudad,
5208,Descriptivo,
5209,Descriptivo,
5210,Descriptivo,
5211,Descriptivo,
5212,Lugar/Ciudad,
5213,Pais/Nación/Región,
5214,Artes/Cultura,
5215,Descriptivo,
5217,Descriptivo,
5218,Descriptivo,
5219,Flora,
5220,Descriptivo,
5221,Descriptivo,
5222,Descriptivo,
5223,Descriptivo,
5224,Descriptivo,
5225,Descriptivo,
5226,Descriptivo,
5227,Descriptivo,
5228,Descriptivo,
5229,Descriptivo,
5230,Descriptivo,
5231,Descriptivo,
5232,Descriptivo,
5233,Descriptivo,
5234,Descriptivo,
5235,Descriptivo,
5236,Descriptivo,
5237,Hombre,
5238,Descriptivo,
5239,Mujer,Cultura
5240,Descriptivo,
5241,Descriptivo,
5242,Descriptivo,
5243,Flora,
5244,Descriptivo,
5245,Descriptivo,
5246,Flora,
5247,Descriptivo,
5248,Hombre,
5249,Descriptivo,
5250,Descriptivo,
5251,Hombre,
5252,Descriptivo,
5253,Descriptivo,
5254,Hombre,
5255,Descriptivo,
5256,Descriptivo,
5257,Lugar/Ciudad,
5258,Descriptivo,
5259,Descriptivo,
5260,Descriptivo,
5261,Hombre,
5262,Hombre,
5264,Descriptivo,
5265,Geográfico,
5266,Fauna,
5267,Fauna,
5268,Hombre,
5269,Descriptivo,
5270,Descriptivo,
5271,Histórico,
5272,Descriptivo,
5273,Descriptivo,
5274,Pais/Nación/Región,
5275,Descriptivo,
5276,Descriptivo,
5277,Otro,
5278,Flora,
5279,Descriptivo,
5280,Artes/Cultura,
5281,Descriptivo,
5282,Descriptivo,
5283,Histórico,
5284,Descriptivo,
5285,Descriptivo,
5286,Histórico,
5287,Descriptivo,
5288,Descriptivo,
5289,Histórico,
5290,Hombre,
5291,Hombre,
5292,Hombre,
5293,Hombre,
5294,Descriptivo,
5295,Hombre,
5296,Geográfico,
5297,Descriptivo,
5298,Lugar/Ciudad,
5299,Descriptivo,
5300,Descriptivo,
5301,Pais/Nación/Región,
5302,Descriptivo,
5303,Descriptivo,
5304,Pais/Nación/Región,
5305,Descriptivo,
5306,Descriptivo,
5307,Hombre,
5308,Descriptivo,
5309,Descriptivo,
5310,Lugar/Ciudad,
5311,Descriptivo,
5312,Descriptivo,
5313,Descriptivo,
5314,Descriptivo,
5315,Hombre,
5316,Hombre,
5317,Descriptivo,
5318,Descriptivo,
5319,Lugar/Ciudad,
5320,Descriptivo,
5321,Descriptivo,
5322,Descriptivo,
5323,Descriptivo,
5324,Descriptivo,
5325,Hombre,
5326,Descriptivo,
5327,Descriptivo,
5328,Descriptivo,
5329,Otro,
5330,Histórico,
5331,Hombre,
5332,Artes/Cultura,
5333,Histórico,
5334,Hombre,
5335,Artes/Cultura,
5336,Otro,
5337,Hombre,
5338,Descriptivo,
5339,Hombre,
5340,Hombre,
5341,Descriptivo,
5342,Hombre,
5343,Histórico,
5344,Hombre,
5345,Hombre,
5346,Hombre,
5347,Hombre,
5349,Hombre,
5350,Hombre,
5351,Hombre,
5352,Hombre,
5353,Hombre,
5354,Hombre,
5355,Hombre,
5356,Flora,
5357,Flora,
5358,Hombre,
5360,Hombre,
5361,Hombre,
5362,Hombre,
5363,Mujer,Educación
5364,Hombre,
5365,Hombre,
5366,Hombre,
5367,Hombre,
5368,Hombre,
5369,Hombre,
5370,Hombre,
5371,Descriptivo,
5372,Hombre,
5373,Descriptivo,
5374,Descriptivo,
5375,Hombre,
5376,Descriptivo,
5377,Descriptivo,
5378,Descriptivo,
5379,Descriptivo,
5380,Descriptivo,
5381,Descriptivo,
5382,Hombre,
5383,Descriptivo,
5388,Hombre,
5390,Hombre,
5391,Hombre,
5394,Hombre,
5395,Hombre,
5396,Hombre,
5397,Hombre,
5398,Hombre,
5399,Otro,
5400,Histórico,
5403,Pais/Nación/Región,
5406,Histórico,
5407,Astronómico,
5409,Otro,
5412,Lugar/Ciudad,
5415,Pais/Nación/Región,
